file,EPI,Start,Stop
s_248,HAS,62291,65003
s_248,CAS,65004,67924
s_248,HAS,67925,70738
s_248,CAS,70739,73915
s_248,HAS,73916,76840
s_248,CAS,76841,79813
s_248,HAS,79814,82910
s_248,CAS,82911,85411
s_248,HAS,85412,90675
s_248,CAS,90676,93711
s_248,HAS,93712,97081
s_248,CAS,97082,100241
s_248,HAS,100242,104960
s_248,CAS,104961,107763
s_248,HAS,107764,112471
s_248,CAS,112472,117069
s_248,HAS,117070,124063
s_248,CAS,124064,124840
s_248,HAS,124841,144129
s_248,CAS,144130,147160
s_248,HAS,147161,149127
s_248,CAS,149128,152402
s_248,HAS,152403,168421
s_248,CAS,168422,171558
s_248,HAS,171559,175230
s_248,CAS,175231,175564
s_248,HAS,175565,179242
s_248,CAS,179243,181372
s_248,HAS,181373,190612
s_248,CAS,190613,199031
s_248,HAS,199032,201542
s_248,CAS,201543,204697
s_248,HAS,204698,206396
s_248,CAS,206397,209589
s_248,HAS,209590,218142
s_248,CAS,218143,221270
s_248,HAS,221271,229520
s_248,CAS,229521,232743
s_248,HAS,232744,234751
s_248,CAS,234752,242714
s_248,HAS,242715,252416
s_248,CAS,252417,255758
s_248,HAS,255759,258050
s_248,CAS,258051,261424
s_248,HAS,261425,265316
s_248,CAS,265317,268644
s_248,HAS,268645,278216
s_248,CAS,278217,290657
s_248,HAS,290658,297048
s_248,CAS,297049,300654
s_248,HAS,300655,305232
s_248,CAS,305233,305438
s_248,HAS,305439,307761
s_248,CAS,307762,310902
s_248,HAS,310903,324232
s_248,CAS,324233,327362
s_248,HAS,327363,335470
s_248,CAS,335471,338550
s_248,HAS,338551,341039
s_248,CAS,341040,344133
s_248,HAS,344134,395653
s_248,CAS,395654,396958
s_248,HAS,396959,405591
s_248,CAS,405592,407111
s_248,HAS,407112,411976
s_248,CAS,411977,412898
s_248,HAS,412899,463603
s_248,CAS,463604,466887
s_248,HAS,466888,468758
s_248,CAS,468759,472599
s_248,HAS,472600,482524
s_248,CAS,482525,483747
s_248,HAS,483748,496438
s_248,CAS,496439,508797
s_248,HAS,508798,510442
s_248,CAS,510443,513537
s_248,HAS,513538,515071
s_248,CAS,515072,518178
s_248,HAS,518179,520178
s_248,CAS,520179,521807
s_248,HAS,521808,537621
s_248,CAS,537622,540836
s_248,HAS,540837,553227
s_248,CAS,553228,570285
s_248,HAS,570286,571836
s_248,CAS,571837,575081
s_248,HAS,575082,578159
s_248,CAS,578160,582186
s_248,HAS,582187,593397
s_248,CAS,593398,601547
s_248,HAS,601548,613287
s_248,has,613288,620000
s_249,hun,1,31731
s_249,cun,31732,78668
s_249,hun,78669,150231
s_249,cun,150232,157923
s_249,hun,157924,164194
s_249,cun,164195,175950
s_249,hun,175951,210968
s_249,cun,210969,231423
s_249,hun,231424,287658
s_249,cun,287659,292650
s_249,hun,292651,296630
s_249,cun,296631,332141
s_249,hun,332142,354858
s_249,cun,354859,360260
s_249,hun,360261,369667
s_249,cun,369668,372477
s_249,hun,372478,429067
s_249,cun,429068,443468
s_249,hun,443469,450231
s_249,cun,450232,1097499
s_249,hun,1097500,1097500
s_250,hun,1,21326
s_250,HAS,21327,47807
s_250,CAS,47808,51411
s_250,HAS,51412,54659
s_250,CAS,54660,66850
s_250,HAS,66851,68416
s_250,CAS,68417,71725
s_250,HAS,71726,75183
s_250,CAS,75184,78160
s_250,HAS,78161,90363
s_250,CAS,90364,90456
s_250,HAS,90457,93457
s_250,CAS,93458,97665
s_250,HAS,97666,100041
s_250,CAS,100042,104282
s_250,HAS,104283,107738
s_250,CAS,107739,115055
s_250,HAS,115056,125928
s_250,CAS,125929,153125
s_250,HAS,153126,159208
s_250,CAS,159209,172219
s_250,HAS,172220,173984
s_250,CAS,173985,178938
s_250,HAS,178939,181020
s_250,CAS,181021,198113
s_250,HAS,198114,203723
s_250,CAS,203724,268246
s_250,HAS,268247,270434
s_250,CAS,270435,296391
s_250,HAS,296392,298031
s_250,CAS,298032,326528
s_250,HAS,326529,331013
s_250,CAS,331014,339619
s_250,HAS,339620,341604
s_250,CAS,341605,348630
s_250,HAS,348631,365583
s_250,CAS,365584,399574
s_250,HAS,399575,406779
s_250,CAS,406780,408611
s_250,HAS,408612,450333
s_250,CAS,450334,453180
s_250,HAS,453181,455042
s_250,CAS,455043,458064
s_250,HAS,458065,459897
s_250,CAS,459898,463067
s_250,HAS,463068,468269
s_250,CAS,468270,470608
s_250,HAS,470609,481424
s_250,CAS,481425,484072
s_250,HAS,484073,486243
s_250,CAS,486244,486698
s_250,HAS,486699,489688
s_250,CAS,489689,493073
s_250,HAS,493074,499001
s_250,CAS,499002,499087
s_250,HAS,499088,501229
s_250,CAS,501230,541862
s_250,HAS,541863,543794
s_250,CAS,543795,543832
s_250,HAS,543833,548704
s_250,CAS,548705,557622
s_250,HAS,557623,559378
s_250,CAS,559379,605252
s_250,HAS,605253,609865
s_250,CAS,609866,622534
s_250,HAS,622535,624986
s_250,CAS,624987,636350
s_250,HAS,636351,638022
s_250,CAS,638023,649019
s_250,HAS,649020,660967
s_250,CAS,660968,666063
s_250,HAS,666064,668374
s_250,CAS,668375,675768
s_250,HAS,675769,683232
s_250,CAS,683233,690344
s_250,HAS,690345,693865
s_250,CAS,693866,696917
s_250,HAS,696918,699283
s_250,CAS,699284,703172
s_250,HAS,703173,705173
s_250,CAS,705174,734869
s_250,HAS,734870,735953
s_250,HVF,735954,737762
s_250,CVF,737763,742901
s_250,HVF,742902,771553
s_250,DVF,771554,772393
s_250,HVF,772394,773929
s_250,HAS,773930,778749
s_250,CAS,778750,789425
s_250,HAS,789426,791915
s_250,CAS,791916,795183
s_250,HAS,795184,799211
s_250,CAS,799212,806917
s_250,HAS,806918,809361
s_250,CAS,809362,810143
s_250,HAS,810144,840543
s_250,CAS,840544,849353
s_250,HAS,849354,854454
s_250,CAS,854455,866047
s_250,cas,866048,872211
s_250,has,872212,873996
s_250,cas,873997,874554
s_250,has,874555,876864
s_250,cas,876865,877502
s_250,has,877503,887099
s_250,cas,887100,907160
s_250,has,907161,952524
s_250,cas,952525,952813
s_250,has,952814,954420
s_250,cas,954421,954642
s_250,has,954643,1015000
s_251,hun,1,13842
s_251,cun,13843,15851
s_251,CAS,15852,16358
s_251,HAS,16359,20357
s_251,CAS,20358,169443
s_251,HAS,169444,171866
s_251,CAS,171867,178393
s_251,HAS,178394,184206
s_251,CAS,184207,201473
s_251,HAS,201474,208750
s_251,CAS,208751,232497
s_251,HAS,232498,237304
s_251,CAS,237305,312889
s_251,HAS,312890,321630
s_251,CAS,321631,344941
s_251,HAS,344942,346493
s_251,CAS,346494,349955
s_251,HAS,349956,351503
s_251,CAS,351504,415331
s_251,HAS,415332,424205
s_251,CAS,424206,427345
s_251,HAS,427346,428949
s_251,CAS,428950,501445
s_251,HAS,501446,504439
s_251,CAS,504440,518631
s_251,HAS,518632,599055
s_251,has,599056,610000
s_252,hun,1,24211
s_252,HAS,24212,53455
s_252,CAS,53456,58540
s_252,HAS,58541,74826
s_252,CAS,74827,79449
s_252,HAS,79450,81397
s_252,CAS,81398,84683
s_252,HAS,84684,87356
s_252,CAS,87357,90869
s_252,HAS,90870,92590
s_252,CAS,92591,95967
s_252,HAS,95968,98005
s_252,CAS,98006,101632
s_252,HAS,101633,113069
s_252,CAS,113070,117103
s_252,HAS,117104,146957
s_252,CAS,146958,149314
s_252,HAS,149315,154638
s_252,CAS,154639,158446
s_252,HAS,158447,166338
s_252,CAS,166339,170077
s_252,HAS,170078,171798
s_252,CAS,171799,176014
s_252,HAS,176015,182360
s_252,CAS,182361,242267
s_252,HAS,242268,244726
s_252,CAS,244727,256760
s_252,HAS,256761,265141
s_252,CAS,265142,279995
s_252,HAS,279996,281942
s_252,CAS,281943,296502
s_252,HAS,296503,299000
s_252,CAS,299001,360617
s_252,HAS,360618,370499
s_252,CAS,370500,423408
s_252,HAS,423409,426561
s_252,CAS,426562,468174
s_252,HAS,468175,478831
s_252,CAS,478832,482183
s_252,HAS,482184,488772
s_252,CAS,488773,527697
s_252,HAS,527698,531419
s_252,CAS,531420,618341
s_252,HAS,618342,756480
s_252,has,756481,759451
s_252,HAS,759452,841425
s_252,has,841426,842500
s_253,hun,1,192
s_253,HVF,193,4894
s_253,DVF,4895,5734
s_253,HVF,5735,6546
s_253,HAS,6547,16237
s_253,CAS,16238,82915
s_253,HAS,82916,87200
s_253,CAS,87201,87340
s_253,CVF,87341,140337
s_253,HVF,140338,152506
s_253,DVF,152507,153349
s_253,HVF,153350,153881
s_253,HAS,153882,161403
s_253,HPE,161404,176294
s_253,CPE,176295,201062
s_253,HPE,201063,208222
s_253,HPR,208223,252863
s_253,hpr,252864,286877
s_254,hun,1,202
s_254,HPE,203,3587
s_254,CPE,3588,3732
s_254,HPE,3733,9217
s_254,CPE,9218,13815
s_254,HPE,13816,15763
s_254,CPE,15764,26596
s_254,HPE,26597,28659
s_254,CPE,28660,31974
s_254,HPE,31975,37595
s_254,CPE,37596,49925
s_254,HPE,49926,52937
s_254,CPE,52938,57041
s_254,HPE,57042,58568
s_254,CPE,58569,63876
s_254,HPE,63877,66347
s_254,CPE,66348,71247
s_254,HPE,71248,78319
s_254,CPE,78320,78948
s_254,HPE,78949,80783
s_254,CPE,80784,92030
s_254,HPE,92031,94557
s_254,CPE,94558,100582
s_254,HPE,100583,109953
s_254,CPE,109954,117179
s_254,HPE,117180,120460
s_254,CPE,120461,136989
s_254,HPE,136990,139699
s_254,CPE,139700,145359
s_254,HPE,145360,148015
s_254,CPE,148016,166028
s_254,HPE,166029,168753
s_254,CPE,168754,169238
s_254,HPE,169239,173645
s_254,CPE,173646,204123
s_254,HPE,204124,205912
s_254,CPE,205913,208844
s_254,HPE,208845,218239
s_254,CPE,218240,244571
s_254,HPE,244572,246226
s_254,CPE,246227,271226
s_254,HPE,271227,278654
s_254,CPE,278655,299272
s_254,HPE,299273,301177
s_254,CPE,301178,304115
s_254,HPE,304116,306612
s_254,CPE,306613,316852
s_254,HPE,316853,326704
s_254,CPE,326705,359606
s_254,HPE,359607,361577
s_254,CPE,361578,370689
s_254,HPE,370690,372857
s_254,CPE,372858,386638
s_254,HPE,386639,388167
s_254,CPE,388168,410682
s_254,HPE,410683,413823
s_254,CPE,413824,436142
s_254,HPE,436143,438198
s_254,CPE,438199,441401
s_254,HPE,441402,443294
s_254,CPE,443295,447130
s_254,HPE,447131,449191
s_254,CPE,449192,453057
s_254,HPE,453058,454909
s_254,CPE,454910,457922
s_254,HPE,457923,459511
s_254,CPE,459512,465258
s_254,HPE,465259,468641
s_254,CPE,468642,474879
s_254,HPE,474880,476735
s_254,CPE,476736,482401
s_254,HPE,482402,484094
s_254,CPE,484095,536905
s_254,HPE,536906,538412
s_254,CPE,538413,552391
s_254,HPE,552392,554881
s_254,CPE,554882,642346
s_254,HPE,642347,647029
s_254,CPE,647030,677742
s_254,HPE,677743,679906
s_254,CPE,679907,700703
s_254,HPE,700704,702488
s_254,CPE,702489,767675
s_254,HPE,767676,776869
s_254,CPE,776870,791978
s_254,HPE,791979,799784
s_254,CPE,799785,809265
s_254,HPE,809266,812850
s_254,CPE,812851,820694
s_254,HPE,820695,824818
s_254,CPE,824819,825633
s_254,HPE,825634,830941
s_254,CPE,830942,853267
s_254,HPE,853268,857422
s_254,CPE,857423,861167
s_254,HPE,861168,864153
s_254,CPE,864154,915224
s_254,HPE,915225,925311
s_254,CPE,925312,939731
s_254,HPE,939732,942914
s_254,CPE,942915,943768
s_254,HPE,943769,945709
s_254,CPE,945710,958857
s_254,HPE,958858,961863
s_254,CPE,961864,976151
s_254,HPE,976152,978469
s_254,CPE,978470,1001403
s_254,HPE,1001404,1004709
s_254,CPE,1004710,1013407
s_254,HPE,1013408,1016755
s_254,CPE,1016756,1025069
s_254,HPE,1025070,1030699
s_254,CPE,1030700,1037077
s_254,HPE,1037078,1039371
s_254,CPE,1039372,1078616
s_254,HPE,1078617,1082016
s_254,CPE,1082017,1115721
s_254,HPE,1115722,1117342
s_254,CPE,1117343,1119877
s_254,HPE,1119878,1122241
s_254,CPE,1122242,1127779
s_254,HPE,1127780,1132451
s_254,CPE,1132452,1158513
s_254,HPE,1158514,1164380
s_254,CPE,1164381,1174483
s_254,HPE,1174484,1181781
s_254,CPE,1181782,1191687
s_254,HPE,1191688,1199158
s_254,CPE,1199159,1204623
s_254,HPE,1204624,1206989
s_254,CPE,1206990,1210185
s_254,HPE,1210186,1211873
s_254,CPE,1211874,1218708
s_254,HPE,1218709,1222110
s_254,CPE,1222111,1240226
s_254,HPE,1240227,1244383
s_254,CPE,1244384,1245950
s_254,HPE,1245951,1249557
s_254,CPE,1249558,1260632
s_254,HPE,1260633,1260759
s_254,HAS,1260760,1268921
s_254,CAS,1268922,1278661
s_254,HAS,1278662,1281953
s_254,CAS,1281954,1283809
s_254,HAS,1283810,1285754
s_254,CAS,1285755,1290098
s_254,HAS,1290099,1305063
s_254,CAS,1305064,1307046
s_254,HAS,1307047,1313082
s_254,CAS,1313083,1333903
s_254,HAS,1333904,1335492
s_254,CAS,1335493,1389301
s_254,HAS,1389302,1409895
s_254,has,1409896,1412500
s_255,hun,1,7982
s_255,cun,7983,22017
s_255,hun,22018,24600
s_255,cun,24601,34475
s_255,hun,34476,36677
s_255,cun,36678,43477
s_255,hun,43478,45135
s_255,cun,45136,51827
s_255,hun,51828,65208
s_255,cun,65209,72117
s_255,hun,72118,75162
s_255,cun,75163,83132
s_255,hun,83133,85416
s_255,cun,85417,90313
s_255,hun,90314,102252
s_255,cun,102253,111500
s_255,hun,111501,113757
s_255,cun,113758,120531
s_255,hun,120532,125915
s_255,cun,125916,132253
s_255,hun,132254,134618
s_255,cun,134619,141092
s_255,hun,141093,143294
s_255,cun,143295,149850
s_255,hun,149851,151781
s_255,cun,151782,158391
s_255,hun,158392,160484
s_255,cun,160485,167529
s_255,hun,167530,169432
s_255,cun,169433,175335
s_255,hun,175336,188064
s_255,cun,188065,194456
s_255,hun,194457,199323
s_255,cun,199324,202860
s_255,hun,202861,211754
s_255,cun,211755,212679
s_255,hun,212680,224020
s_255,cun,224021,233377
s_255,hun,233378,236014
s_255,cun,236015,242598
s_255,hun,242599,244691
s_255,cun,244692,250893
s_255,hun,250894,296041
s_255,cun,296042,303387
s_255,hun,303388,305915
s_255,cun,305916,313613
s_255,hun,313614,326313
s_255,cun,326314,332516
s_255,hun,332517,338771
s_255,cun,338772,347774
s_255,hun,347775,380248
s_255,cun,380249,391048
s_255,hun,391049,495458
s_255,Dun,495459,496297
s_255,hun,496298,608825
s_255,cun,608826,651935
s_255,hun,651936,690965
s_255,cun,690966,707499
s_255,hun,707500,707500
s_256,hun,1,24310
s_256,HAS,24311,28938
s_256,CAS,28939,36140
s_256,HAS,36141,65142
s_256,CAS,65143,65395
s_256,HAS,65396,67311
s_256,CAS,67312,86743
s_256,HAS,86744,94858
s_256,CAS,94859,95822
s_256,CPE,95823,100771
s_256,HPE,100772,103294
s_256,CPE,103295,106112
s_256,CAS,106113,109170
s_256,HAS,109171,110788
s_256,CAS,110789,111145
s_256,HAS,111146,112868
s_256,CAS,112869,114334
s_256,HAS,114335,116392
s_256,CAS,116393,116754
s_256,HAS,116755,120826
s_256,CAS,120827,124992
s_256,CPE,124993,127496
s_256,HPE,127497,129533
s_256,CPE,129534,140705
s_256,CAS,140706,154776
s_256,CPE,154777,164673
s_256,HPE,164674,168298
s_256,CPE,168299,175168
s_256,HPE,175169,176724
s_256,CPE,176725,198859
s_256,HPE,198860,209165
s_256,HAS,209166,211258
s_256,CAS,211259,219406
s_256,CPE,219407,230062
s_256,HPE,230063,233602
s_256,CPE,233603,236329
s_256,HPE,236330,237983
s_256,CPE,237984,283500
s_256,HPE,283501,292700
s_256,CPE,292701,297600
s_256,HPE,297601,310532
s_256,hpe,310533,460000
s_257,hun,1,95
s_257,HVF,96,6439
s_257,DVF,6440,7280
s_257,HVF,7281,7395
s_257,HAS,7396,31345
s_257,CAS,31346,34835
s_257,HAS,34836,43699
s_257,CAS,43700,46964
s_257,HAS,46965,60139
s_257,CAS,60140,63853
s_257,HAS,63854,73186
s_257,CAS,73187,76541
s_257,HAS,76542,100435
s_257,CAS,100436,103800
s_257,HAS,103801,121634
s_257,CAS,121635,125722
s_257,HAS,125723,131766
s_257,CAS,131767,135280
s_257,HAS,135281,140417
s_257,CAS,140418,143632
s_257,HAS,143633,148251
s_257,CAS,148252,151635
s_257,HAS,151636,153750
s_257,HVF,153751,159207
s_257,CVF,159208,162349
s_257,HVF,162350,163879
s_257,HAS,163880,167902
s_257,CAS,167903,171341
s_257,HAS,171342,175626
s_257,CAS,175627,179041
s_257,HAS,179042,184694
s_257,CAS,184695,187648
s_257,HAS,187649,197515
s_257,CAS,197516,200871
s_257,HAS,200872,204235
s_257,CAS,204236,206453
s_257,HAS,206454,208020
s_257,CAS,208021,211385
s_257,HAS,211386,212323
s_257,CAS,212324,226893
s_257,HAS,226894,232861
s_257,CAS,232862,240825
s_257,HAS,240826,242609
s_257,has,242610,312500
s_258,hun,1,196
s_258,HAS,197,4272
s_258,CAS,4273,10049
s_258,HAS,10050,21885
s_258,CAS,21886,25638
s_258,HAS,25639,29324
s_258,CAS,29325,33050
s_258,HAS,33051,37565
s_258,CAS,37566,41334
s_258,HAS,41335,44992
s_258,CAS,44993,48833
s_258,HAS,48834,52511
s_258,CAS,52512,56202
s_258,HAS,56203,59432
s_258,CAS,59433,63305
s_258,HAS,63306,67157
s_258,CAS,67158,69462
s_258,HAS,69463,80282
s_258,CAS,80283,80954
s_258,HAS,80955,104106
s_258,CAS,104107,107988
s_258,HAS,107989,109704
s_258,CAS,109705,110711
s_258,HAS,110712,116678
s_258,CAS,116679,120183
s_258,HAS,120184,129685
s_258,CAS,129686,136246
s_258,HAS,136247,137749
s_258,CAS,137750,149888
s_258,HAS,149889,151457
s_258,CAS,151458,155317
s_258,HAS,155318,156920
s_258,CAS,156921,157217
s_258,HAS,157218,159018
s_258,CAS,159019,162733
s_258,HAS,162734,164405
s_258,CAS,164406,165081
s_258,CPE,165082,168231
s_258,HPE,168232,169949
s_258,CPE,169950,173780
s_258,HPE,173781,175705
s_258,CPE,175706,179596
s_258,HPE,179597,182355
s_258,HAS,182356,186928
s_258,CAS,186929,187491
s_258,CPE,187492,190691
s_258,HPE,190692,195256
s_258,CPE,195257,199054
s_258,HPE,199055,200712
s_258,CPE,200713,204574
s_258,HPE,204575,206477
s_258,CPE,206478,210356
s_258,HPE,210357,212894
s_258,CPE,212895,216877
s_258,HPE,216878,219462
s_258,CPE,219463,230293
s_258,HPE,230294,232517
s_258,CPE,232518,236356
s_258,HPE,236357,238180
s_258,CPE,238181,251708
s_258,CPR,251709,256298
s_258,HPR,256299,258876
s_258,CPR,258877,259676
s_258,HPR,259677,397006
s_258,HPE,397007,488866
s_258,CPE,488867,497922
s_258,HPE,497923,503037
s_258,CPE,503038,507223
s_258,HPE,507224,509300
s_258,CPE,509301,513161
s_258,HPE,513162,527064
s_258,hpe,527065,675000
s_259,hun,1,280
s_259,HAS,281,13287
s_259,CAS,13288,16303
s_259,HAS,16304,18769
s_259,CAS,18770,22133
s_259,HAS,22134,26229
s_259,CAS,26230,37687
s_259,HAS,37688,46342
s_259,CAS,46343,78967
s_259,HAS,78968,79764
s_259,CAS,79765,82331
s_259,HAS,82332,84348
s_259,CAS,84349,87514
s_259,HAS,87515,88759
s_259,CAS,88760,128704
s_259,CPE,128705,149707
s_259,HPE,149708,155799
s_259,CPE,155800,170251
s_259,HPE,170252,174387
s_259,CPE,174388,216437
s_259,HPE,216438,236918
s_259,CPE,236919,241653
s_259,HPE,241654,247368
s_259,CPE,247369,266389
s_259,HPE,266390,269578
s_259,CPE,269579,283617
s_259,HPE,283618,328000
s_259,HVF,328001,361606
s_259,DVF,361607,362448
s_259,HVF,362449,363103
s_259,HPE,363104,383365
s_259,HVF,383366,395892
s_259,DVF,395893,396733
s_259,HVF,396734,397020
s_259,HPE,397021,399809
s_259,HPR,399810,466017
s_259,hpr,466018,615000
s_260,hun,1,4759
s_260,HAS,4760,31054
s_260,CAS,31055,32429
s_260,HAS,32430,35735
s_260,CAS,35736,35744
s_260,HAS,35745,45474
s_260,CAS,45475,45507
s_260,HAS,45508,78353
s_260,CAS,78354,78371
s_260,HAS,78372,101087
s_260,CAS,101088,105339
s_260,HAS,105340,115340
s_260,CAS,115341,120587
s_260,HAS,120588,126146
s_260,CAS,126147,130642
s_260,HAS,130643,135684
s_260,CAS,135685,142738
s_260,HAS,142739,151082
s_260,CAS,151083,153017
s_260,HAS,153018,156751
s_260,CAS,156752,162444
s_260,HAS,162445,164313
s_260,CAS,164314,168845
s_260,HAS,168846,170692
s_260,CAS,170693,175082
s_260,HAS,175083,177134
s_260,CAS,177135,181658
s_260,HAS,181659,183546
s_260,CAS,183547,187949
s_260,HAS,187950,195506
s_260,CAS,195507,201907
s_260,HAS,201908,204242
s_260,CAS,204243,206071
s_260,HAS,206072,215058
s_260,CAS,215059,219382
s_260,HAS,219383,265456
s_260,CAS,265457,290097
s_260,HAS,290098,297757
s_260,CAS,297758,339576
s_260,HAS,339577,343199
s_260,CAS,343200,357900
s_260,HAS,357901,360128
s_260,CAS,360129,367251
s_260,HAS,367252,380727
s_260,CAS,380728,384107
s_260,HAS,384108,385926
s_260,CAS,385927,461879
s_260,HAS,461880,463912
s_260,CAS,463913,534691
s_260,HAS,534692,539293
s_260,has,539294,687500
s_261,hun,1,18807
s_261,cun,18808,23186
s_261,hun,23187,42198
s_261,cun,42199,51337
s_261,hun,51338,54110
s_261,cun,54111,57647
s_261,hun,57648,60747
s_261,cun,60748,64665
s_261,hun,64666,69016
s_261,cun,69017,72199
s_261,hun,72200,76468
s_261,cun,76469,79243
s_261,hun,79244,82451
s_261,cun,82452,85199
s_261,hun,85200,88407
s_261,cun,88408,91184
s_261,hun,91185,94066
s_261,cun,94067,97793
s_261,hun,97794,100430
s_261,cun,100431,103123
s_261,hun,103124,106604
s_261,cun,106605,110304
s_261,hun,110305,124800
s_261,cun,124801,130213
s_261,hun,130214,132959
s_261,cun,132960,137040
s_261,hun,137041,140330
s_261,cun,140331,144193
s_261,hun,144194,147320
s_261,cun,147321,150939
s_261,hun,150940,154745
s_261,cun,154746,157956
s_261,hun,157957,160756
s_261,cun,160757,163803
s_261,hun,163804,166740
s_261,cun,166741,169569
s_261,hun,169570,173294
s_261,cun,173295,176097
s_261,hun,176098,179251
s_261,cun,179252,183659
s_261,hun,183660,187465
s_261,cun,187466,189751
s_261,hun,189752,194237
s_261,cun,194238,197339
s_261,hun,197340,202206
s_261,cun,202207,209877
s_261,hun,209878,213739
s_261,cun,213740,217765
s_261,hun,217766,232832
s_261,cun,232833,235607
s_261,hun,235608,240258
s_261,cun,240259,244257
s_261,hun,244258,247601
s_261,cun,247602,251274
s_261,hun,251275,255788
s_261,cun,255789,257393
s_261,hun,257394,402500
s_262,hun,1,7656
s_262,cun,7657,29361
s_262,hun,29362,30584
s_262,cun,30585,103341
s_262,hun,103342,110683
s_262,cun,110684,124420
s_262,hun,124421,129043
s_262,cun,129044,150177
s_262,hun,150178,161110
s_262,cun,161111,176341
s_262,hun,176342,181455
s_262,cun,181456,200195
s_262,hun,200196,217438
s_262,cun,217439,249180
s_262,hun,249181,264273
s_262,cun,264274,300204
s_262,hun,300205,306459
s_262,cun,306460,361864
s_262,hun,361865,389087
s_262,cun,389088,461600
s_262,hun,461601,490484
s_262,cun,490485,554075
s_262,hun,554076,569278
s_262,cun,569279,612171
s_262,hun,612172,626640
s_262,cun,626641,670485
s_262,hun,670486,685035
s_262,cun,685036,688490
s_262,hun,688491,722488
s_262,cun,722489,771147
s_262,hun,771148,776014
s_262,cun,776015,794918
s_262,hun,794919,801581
s_262,cun,801582,808109
s_262,hun,808110,816459
s_262,cun,816460,827992
s_262,hun,827993,832723
s_262,cun,832724,842571
s_262,hun,842572,846160
s_262,cun,846161,867239
s_262,hun,867240,879423
s_262,cun,879424,914510
s_262,hun,914511,933494
s_262,cun,933495,936324
s_262,hun,936325,945353
s_262,cun,945354,966351
s_262,hun,966352,1070000
s_263,hun,1,34120
s_263,cun,34121,36460
s_263,hun,36461,41708
s_263,cun,41709,54818
s_263,hun,54819,91128
s_263,cun,91129,104102
s_263,hun,104103,117184
s_263,cun,117185,119170
s_263,hun,119171,131708
s_263,cun,131709,139379
s_263,hun,139380,141907
s_263,cun,141908,187956
s_263,hun,187957,191409
s_263,cun,191410,224674
s_263,hun,224675,477500
s_264,hun,1,66
s_264,HAS,67,11260
s_264,CAS,11261,13946
s_264,HAS,13947,15794
s_264,CAS,15795,18213
s_264,HAS,18214,20482
s_264,CAS,20483,24036
s_264,HAS,24037,26564
s_264,CAS,26565,34985
s_264,HAS,34986,37940
s_264,CAS,37941,41722
s_264,HAS,41723,45776
s_264,CAS,45777,49283
s_264,HAS,49284,51575
s_264,CAS,51576,55127
s_264,HAS,55128,57865
s_264,CAS,57866,61305
s_264,HAS,61306,65129
s_264,CAS,65130,69129
s_264,HAS,69130,71045
s_264,CAS,71046,74935
s_264,HAS,74936,79274
s_264,CAS,79275,82709
s_264,HAS,82710,85068
s_264,CAS,85069,88624
s_264,HAS,88625,91967
s_264,CAS,91968,95403
s_264,HAS,95404,103399
s_264,CAS,103400,106940
s_264,HAS,106941,108867
s_264,CAS,108868,112405
s_264,HAS,112406,116465
s_264,CAS,116466,119940
s_264,HAS,119941,123782
s_264,CAS,123783,127213
s_264,HAS,127214,130982
s_264,CAS,130983,134505
s_264,HAS,134506,137847
s_264,CAS,137848,141410
s_264,HAS,141411,177396
s_264,CAS,177397,180681
s_264,HAS,180682,186757
s_264,CAS,186758,190137
s_264,HAS,190138,192299
s_264,CAS,192300,195733
s_264,HAS,195734,199768
s_264,CAS,199769,203250
s_264,HAS,203251,205331
s_264,CAS,205332,218512
s_264,HAS,218513,220501
s_264,CAS,220502,224015
s_264,HAS,224016,225546
s_264,CAS,225547,229085
s_264,HAS,229086,231205
s_264,CAS,231206,234700
s_264,HAS,234701,236906
s_264,CAS,236907,240450
s_264,HAS,240451,242329
s_264,CAS,242330,245880
s_264,HAS,245881,248531
s_264,CAS,248532,252315
s_264,HAS,252316,254409
s_264,CAS,254410,257973
s_264,HAS,257974,261550
s_264,CAS,261551,265127
s_264,HAS,265128,267241
s_264,CAS,267242,270844
s_264,HAS,270845,273425
s_264,CAS,273426,276962
s_264,HAS,276963,278882
s_264,CAS,278883,282442
s_264,HAS,282443,285896
s_264,CAS,285897,289414
s_264,HAS,289415,291471
s_264,CAS,291472,295006
s_264,HAS,295007,297577
s_264,CAS,297578,301137
s_264,HAS,301138,337078
s_264,has,337079,485000
s_265,HPE,1,711
s_265,CPE,712,1204
s_265,HPE,1205,2795
s_265,CPE,2796,3615
s_265,HPE,3616,16416
s_265,CPE,16417,17046
s_265,HPE,17047,19501
s_265,CPE,19502,20285
s_265,HPE,20286,24704
s_265,CPE,24705,28107
s_265,HPE,28108,43482
s_265,CPE,43483,46980
s_265,HPE,46981,55155
s_265,CPE,55156,58825
s_265,HPE,58826,67188
s_265,CPE,67189,71046
s_265,HPE,71047,72071
s_265,hpe,72072,77897
s_265,HPE,77898,78239
s_265,CPE,78240,81964
s_265,HPE,81965,88722
s_265,CPE,88723,92471
s_265,HPE,92472,117908
s_265,CPE,117909,122533
s_265,HPE,122534,130446
s_265,CPE,130447,135063
s_265,HPE,135064,141901
s_265,CPE,141902,146465
s_265,HPE,146466,159882
s_265,CPE,159883,164940
s_265,HPE,164941,168432
s_265,CPE,168433,172733
s_265,HPE,172734,181466
s_265,CPE,181467,189821
s_265,HPE,189822,222710
s_265,CPE,222711,241747
s_265,HPE,241748,243742
s_265,CPE,243743,247381
