files,EPI,SMP_start,SMP_stop,EPI_1,SMP_start_1,SMP_stop_1,EPI_2,SMP_start_2,SMP_stop_2
a_155,CVF,557503,594456,VF,594457,596909,CVF,596910,667528
a_155,VF,594457,596909,CVF,596910,667528,VF,667529,671821
a_155,CVF,596910,667528,VF,667529,671821,CVF,671822,679137
a_155,VF,667529,671821,CVF,671822,679137,VF,679138,682056
a_155,CVF,671822,679137,VF,679138,682056,CVF,682057,691434
a_155,VF,679138,682056,CVF,682057,691434,VF,691435,694503
a_155,CVF,682057,691434,VF,691435,694503,CVF,694504,703808
a_155,VF,691435,694503,CVF,694504,703808,VF,703809,707736
a_155,CVF,694504,703808,VF,703809,707736,CVF,707737,734678
a_155,VF,703809,707736,CVF,707737,734678,VF,734679,736260
a_155,CVF,707737,734678,VF,734679,736260,CVF,736261,739158
a_155,VF,734679,736260,CVF,736261,739158,VF,739159,741221
a_155,CVF,736261,739158,VF,739159,741221,CVF,741222,754769
a_155,VF,739159,741221,CVF,741222,754769,VF,754770,767006
a_155,CVF,741222,754769,VF,754770,767006,CVF,767007,784888
a_155,VF,754770,767006,CVF,767007,784888,VF,784889,790560
a_155,CVF,767007,784888,VF,784889,790560,CVF,790561,793443
a_155,VF,784889,790560,CVF,790561,793443,VF,793444,795213
a_155,CVF,790561,793443,VF,793444,795213,CVF,795214,805341
a_155,VF,793444,795213,CVF,795214,805341,VF,805342,807462
a_155,CVF,795214,805341,VF,805342,807462,CVF,807463,814042
a_155,VF,805342,807462,CVF,807463,814042,VF,814043,820432
a_155,CVF,807463,814042,VF,814043,820432,CVF,820433,933328
a_155,VF,814043,820432,CVF,820433,933328,VF,933329,946416
a_155,CVF,820433,933328,VF,933329,946416,CVF,946417,948132
a_155,VF,933329,946416,CVF,946417,948132,VF,948133,949761
a_155,CVF,946417,948132,VF,948133,949761,CVF,949762,967034
a_155,VF,948133,949761,CVF,949762,967034,VF,967035,978131
a_155,CVF,949762,967034,VF,967035,978131,CVF,978132,978281
a_155,VF,967035,978131,CVF,978132,978281,VF,978282,982294
a_155,CVF,978132,978281,VF,978282,982294,CVF,982295,988274
a_155,VF,978282,982294,CVF,982295,988274,VF,988275,991412
a_155,CVF,982295,988274,VF,988275,991412,CVF,991413,1022943
a_155,VF,988275,991412,CVF,991413,1022943,VF,1022944,1027260
a_155,CVF,991413,1022943,VF,1022944,1027260,CVF,1027261,1038824
a_155,VF,1022944,1027260,CVF,1027261,1038824,VF,1038825,1041078
a_155,CVF,1027261,1038824,VF,1038825,1041078,CVF,1041079,1082435
a_155,VF,1038825,1041078,CVF,1041079,1082435,VF,1082436,1084568
a_155,CVF,1041079,1082435,VF,1082436,1084568,CVF,1084569,1202860
a_155,VF,1082436,1084568,CVF,1084569,1202860,VF,1202861,1204830
a_155,CVF,1084569,1202860,VF,1202861,1204830,CVF,1204831,1221495
a_155,VF,1202861,1204830,CVF,1204831,1221495,VF,1221496,1223646
a_155,CVF,1204831,1221495,VF,1221496,1223646,CVF,1223647,1264467
a_155,VF,1221496,1223646,CVF,1223647,1264467,VF,1264468,1268144
a_155,CVF,1223647,1264467,VF,1264468,1268144,CVF,1268145,1351307
a_155,VF,1264468,1268144,CVF,1268145,1351307,VF,1351308,1353667
a_155,CVF,1268145,1351307,VF,1351308,1353667,CVF,1353668,1384651
a_155,VF,1351308,1353667,CVF,1353668,1384651,VF,1384652,1388362
a_155,CVF,1353668,1384651,VF,1384652,1388362,CVF,1388363,1393997
a_155,VF,1384652,1388362,CVF,1388363,1393997,VF,1393998,1397617
a_155,CVF,1388363,1393997,VF,1393998,1397617,CVF,1397618,1405342
a_155,VF,1393998,1397617,CVF,1397618,1405342,VF,1405343,1449002
a_155,CVF,1397618,1405342,VF,1405343,1449002,AS,1449003,1537500
a_155,VF,1405343,1449002,AS,1449003,1537500,un,1,1824
a_155,AS,1449003,1537500,un,1,1824,cun,1825,27301
a_156,un,1,1824,cun,1825,27301,un,27302,32228
a_156,cun,1825,27301,un,27302,32228,cun,32229,125125
a_156,un,27302,32228,cun,32229,125125,un,125126,127214
a_156,cun,32229,125125,un,125126,127214,cun,127215,130805
a_156,un,125126,127214,cun,127215,130805,un,130806,135387
a_156,cun,127215,130805,un,130806,135387,cun,135388,138922
a_156,un,130806,135387,cun,135388,138922,un,138923,140000
a_156,cun,135388,138922,un,138923,140000,un,1,51
a_156,un,138923,140000,un,1,51,VF,52,89
a_157,un,1,51,VF,52,89,CVF,90,15408
a_157,VF,52,89,CVF,90,15408,VF,15409,17003
a_157,CVF,90,15408,VF,15409,17003,CVF,17004,32182
a_157,VF,15409,17003,CVF,17004,32182,VF,32183,40384
a_157,CVF,17004,32182,VF,32183,40384,CVF,40385,82122
a_157,VF,32183,40384,CVF,40385,82122,VF,82123,86722
a_157,CVF,40385,82122,VF,82123,86722,dfb,86723,87542
a_157,VF,82123,86722,dfb,86723,87542,VF,87543,89852
a_157,dfb,86723,87542,VF,87543,89852,PE,89853,91571
a_157,VF,87543,89852,PE,89853,91571,CPE,91572,118611
a_157,PE,89853,91571,CPE,91572,118611,PE,118612,148569
a_157,CPE,91572,118611,PE,118612,148569,CPE,148570,148794
a_157,PE,118612,148569,CPE,148570,148794,PE,148795,212690
a_157,CPE,148570,148794,PE,148795,212690,CPE,212691,212871
a_157,PE,148795,212690,CPE,212691,212871,PE,212872,225548
a_157,CPE,212691,212871,PE,212872,225548,CPE,225549,244274
a_157,PE,212872,225548,CPE,225549,244274,PE,244275,246657
a_157,CPE,225549,244274,PE,244275,246657,CPE,246658,361848
a_157,PE,244275,246657,CPE,246658,361848,PE,361849,373684
a_157,CPE,246658,361848,PE,361849,373684,CPE,373685,467417
a_157,PE,361849,373684,CPE,373685,467417,PE,467418,485538
a_157,CPE,373685,467417,PE,467418,485538,CPE,485539,590332
a_157,PE,467418,485538,CPE,485539,590332,PE,590333,601848
a_157,CPE,485539,590332,PE,590333,601848,CPE,601849,679194
a_157,PE,590333,601848,CPE,601849,679194,PE,679195,680782
a_157,CPE,601849,679194,PE,679195,680782,CPE,680783,692511
a_157,PE,679195,680782,CPE,680783,692511,PE,692512,713011
a_157,CPE,680783,692511,PE,692512,713011,CPE,713012,847812
a_157,PE,692512,713011,CPE,713012,847812,PE,847813,858008
a_157,CPE,713012,847812,PE,847813,858008,CPE,858009,865915
a_157,PE,847813,858008,CPE,858009,865915,PE,865916,1037500
a_157,CPE,858009,865915,PE,865916,1037500,un,1,6376
a_157,PE,865916,1037500,un,1,6376,cun,6377,6478
a_160,un,1,6376,cun,6377,6478,un,6479,11056
a_160,cun,6377,6478,un,6479,11056,cun,11057,14679
a_160,un,6479,11056,cun,11057,14679,un,14680,16709
a_160,cun,11057,14679,un,14680,16709,cun,16710,20571
a_160,un,14680,16709,cun,16710,20571,un,20572,25052
a_160,cun,16710,20571,un,20572,25052,cun,25053,27790
a_160,un,20572,25052,cun,25053,27790,un,27791,31189
a_160,cun,25053,27790,un,27791,31189,cun,31190,35155
a_160,un,27791,31189,cun,31190,35155,un,35156,39489
a_160,cun,31190,35155,un,35156,39489,cun,39490,50846
a_160,un,35156,39489,cun,39490,50846,un,50847,53017
a_160,cun,39490,50846,un,50847,53017,cun,53018,63425
a_160,un,50847,53017,cun,53018,63425,un,63426,69316
a_160,cun,53018,63425,un,63426,69316,cun,69317,78393
a_160,un,63426,69316,cun,69317,78393,un,78394,82214
a_160,cun,69317,78393,un,78394,82214,cun,82215,85041
a_160,un,78394,82214,cun,82215,85041,un,85042,87438
a_160,cun,82215,85041,un,85042,87438,cun,87439,94316
a_160,un,85042,87438,cun,87439,94316,un,94317,96124
a_160,cun,87439,94316,un,94317,96124,cun,96125,97508
a_160,un,94317,96124,cun,96125,97508,CPE,97509,101879
a_160,cun,96125,97508,CPE,97509,101879,PE,101880,106541
a_160,CPE,97509,101879,PE,101880,106541,CPE,106542,124567
a_160,PE,101880,106541,CPE,106542,124567,CAS,124568,141482
a_160,CPE,106542,124567,CAS,124568,141482,AS,141483,145533
a_160,CAS,124568,141482,AS,141483,145533,CAS,145534,149815
a_160,AS,141483,145533,CAS,145534,149815,AS,149816,152145
a_160,CAS,145534,149815,AS,149816,152145,CAS,152146,179248
a_160,AS,149816,152145,CAS,152146,179248,AS,179249,181155
a_160,CAS,152146,179248,AS,179249,181155,CAS,181156,181651
a_160,AS,179249,181155,CAS,181156,181651,AS,181652,187067
a_160,CAS,181156,181651,AS,181652,187067,CAS,187068,190415
a_160,AS,181652,187067,CAS,187068,190415,AS,190416,194097
a_160,CAS,187068,190415,AS,190416,194097,CAS,194098,251892
a_160,AS,190416,194097,CAS,194098,251892,AS,251893,260994
a_160,CAS,194098,251892,AS,251893,260994,CAS,260995,264549
a_160,AS,251893,260994,CAS,260995,264549,AS,264550,270288
a_160,CAS,260995,264549,AS,264550,270288,CAS,270289,296390
a_160,AS,264550,270288,CAS,270289,296390,AS,296391,301601
a_160,CAS,270289,296390,AS,296391,301601,CAS,301602,313565
a_160,AS,296391,301601,CAS,301602,313565,AS,313566,317367
a_160,CAS,301602,313565,AS,313566,317367,CAS,317368,319260
a_160,AS,313566,317367,CAS,317368,319260,AS,319261,330593
a_160,CAS,317368,319260,AS,319261,330593,CAS,330594,331480
a_160,AS,319261,330593,CAS,330594,331480,AS,331481,333392
a_160,CAS,330594,331480,AS,331481,333392,CAS,333393,334701
a_160,AS,331481,333392,CAS,333393,334701,AS,334702,338739
a_160,CAS,333393,334701,AS,334702,338739,CAS,338740,339781
a_160,AS,334702,338739,CAS,338740,339781,AS,339782,340000
a_160,CAS,338740,339781,AS,339782,340000,un,1,18122
a_160,AS,339782,340000,un,1,18122,PE,18123,38594
a_161,un,1,18122,PE,18123,38594,CPE,38595,43964
a_161,PE,18123,38594,CPE,38595,43964,PE,43965,45754
a_161,CPE,38595,43964,PE,43965,45754,CPE,45755,49825
a_161,PE,43965,45754,CPE,45755,49825,PE,49826,51655
a_161,CPE,45755,49825,PE,49826,51655,CPE,51656,55952
a_161,PE,49826,51655,CPE,51656,55952,PE,55953,57676
a_161,CPE,51656,55952,PE,55953,57676,CPE,57677,66526
a_161,PE,55953,57676,CPE,57677,66526,PE,66527,68205
a_161,CPE,57677,66526,PE,66527,68205,CPE,68206,77363
a_161,PE,66527,68205,CPE,68206,77363,PE,77364,79447
a_161,CPE,68206,77363,PE,77364,79447,CPE,79448,83215
a_161,PE,77364,79447,CPE,79448,83215,PE,83216,90769
a_161,CPE,79448,83215,PE,83216,90769,CPE,90770,95129
a_161,PE,83216,90769,CPE,90770,95129,PE,95130,97080
a_161,CPE,90770,95129,PE,95130,97080,CPE,97081,100771
a_161,PE,95130,97080,CPE,97081,100771,PE,100772,102729
a_161,CPE,97081,100771,PE,100772,102729,CPE,102730,106339
a_161,PE,100772,102729,CPE,102730,106339,PE,106340,108770
a_161,CPE,102730,106339,PE,106340,108770,CPE,108771,109163
a_161,PE,106340,108770,CPE,108771,109163,PE,109164,136951
a_161,CPE,108771,109163,PE,109164,136951,CPE,136952,141072
a_161,PE,109164,136951,CPE,136952,141072,PE,141073,186252
a_161,CPE,136952,141072,PE,141073,186252,CPE,186253,193880
a_161,PE,141073,186252,CPE,186253,193880,PE,193881,196077
a_161,CPE,186253,193880,PE,193881,196077,CPE,196078,215420
a_161,PE,193881,196077,CPE,196078,215420,PE,215421,235167
a_161,CPE,196078,215420,PE,215421,235167,CPE,235168,237187
a_161,PE,215421,235167,CPE,235168,237187,PE,237188,241312
a_161,CPE,235168,237187,PE,237188,241312,CPE,241313,241442
a_161,PE,237188,241312,CPE,241313,241442,PE,241443,244648
a_161,CPE,241313,241442,PE,241443,244648,CPE,244649,247577
a_161,PE,241443,244648,CPE,244649,247577,PE,247578,250299
a_161,CPE,244649,247577,PE,247578,250299,CPE,250300,252880
a_161,PE,247578,250299,CPE,250300,252880,PE,252881,255034
a_161,CPE,250300,252880,PE,252881,255034,CPE,255035,259405
a_161,PE,252881,255034,CPE,255035,259405,PE,259406,307974
a_161,CPE,255035,259405,PE,259406,307974,CPE,307975,311904
a_161,PE,259406,307974,CPE,307975,311904,PE,311905,314944
a_161,CPE,307975,311904,PE,311905,314944,CPE,314945,317678
a_161,PE,311905,314944,CPE,314945,317678,PE,317679,323789
a_161,CPE,314945,317678,PE,317679,323789,CPE,323790,336548
a_161,PE,317679,323789,CPE,323790,336548,PE,336549,343317
a_161,CPE,323790,336548,PE,336549,343317,CPE,343318,348555
a_161,PE,336549,343317,CPE,343318,348555,PE,348556,350686
a_161,CPE,343318,348555,PE,348556,350686,CPE,350687,373641
a_161,PE,348556,350686,CPE,350687,373641,PE,373642,420000
a_161,CPE,350687,373641,PE,373642,420000,un,1,61
a_161,PE,373642,420000,un,1,61,VF,62,1856
a_162,un,1,61,VF,62,1856,dfb,1857,2695
a_162,VF,62,1856,dfb,1857,2695,VF,2696,3275
a_162,dfb,1857,2695,VF,2696,3275,AS,3276,7895
a_162,VF,2696,3275,AS,3276,7895,PE,7896,7912
a_162,AS,3276,7895,PE,7896,7912,CPE,7913,46151
a_162,PE,7896,7912,CPE,7913,46151,CVF,46152,82585
a_162,CPE,7913,46151,CVF,46152,82585,VF,82586,98800
a_162,CVF,46152,82585,VF,82586,98800,CVF,98801,147572
a_162,VF,82586,98800,CVF,98801,147572,VF,147573,152047
a_162,CVF,98801,147572,VF,147573,152047,dfb,152048,152890
a_162,VF,147573,152047,dfb,152048,152890,VF,152891,153785
a_162,dfb,152048,152890,VF,152891,153785,AS,153786,161178
a_162,VF,152891,153785,AS,153786,161178,CAS,161179,181780
a_162,AS,153786,161178,CAS,161179,181780,CPE,181781,235225
a_162,CAS,161179,181780,CPE,181781,235225,PE,235226,235393
a_162,CPE,181781,235225,PE,235226,235393,PR,235394,900549
a_162,PE,235226,235393,PR,235394,900549,pr,900550,949935
a_162,PR,235394,900549,pr,900550,949935,PR,949936,1091898
a_162,pr,900550,949935,PR,949936,1091898,CPR,1091899,1092200
a_162,PR,949936,1091898,CPR,1091899,1092200,PR,1092201,1429849
a_162,CPR,1091899,1092200,PR,1092201,1429849,pr,1429850,1430000
a_162,PR,1092201,1429849,pr,1429850,1430000,un,1,2274
a_162,pr,1429850,1430000,un,1,2274,cun,2275,23353
a_163,un,1,2274,cun,2275,23353,un,23354,28316
a_163,cun,2275,23353,un,23354,28316,cun,28317,59291
a_163,un,23354,28316,cun,28317,59291,un,59292,59393
a_163,cun,28317,59291,un,59292,59393,AS,59394,83510
a_163,un,59292,59393,AS,59394,83510,CAS,83511,86858
a_163,AS,59394,83510,CAS,83511,86858,AS,86859,94446
a_163,CAS,83511,86858,AS,86859,94446,CAS,94447,180105
a_163,AS,86859,94446,CAS,94447,180105,AS,180106,184631
a_163,CAS,94447,180105,AS,180106,184631,CAS,184632,226743
a_163,AS,180106,184631,CAS,184632,226743,AS,226744,229123
a_163,CAS,184632,226743,AS,226744,229123,CAS,229124,275274
a_163,AS,226744,229123,CAS,229124,275274,AS,275275,288478
a_163,CAS,229124,275274,AS,275275,288478,CAS,288479,295698
a_163,AS,275275,288478,CAS,288479,295698,AS,295699,300799
a_163,CAS,288479,295698,AS,295699,300799,CAS,300800,303092
a_163,AS,295699,300799,CAS,300800,303092,AS,303093,448404
a_163,CAS,300800,303092,AS,303093,448404,CAS,448405,509265
a_163,AS,303093,448404,CAS,448405,509265,AS,509266,511032
a_163,CAS,448405,509265,AS,509266,511032,CAS,511033,531033
a_163,AS,509266,511032,CAS,511033,531033,AS,531034,539753
a_163,CAS,511033,531033,AS,531034,539753,CAS,539754,589046
a_163,AS,531034,539753,CAS,539754,589046,AS,589047,640000
a_163,CAS,539754,589046,AS,589047,640000,un,1,23714
a_163,AS,589047,640000,un,1,23714,vf,23715,24003
a_164,un,1,23714,vf,23715,24003,VF,24004,24243
a_164,vf,23715,24003,VF,24004,24243,CVF,24244,26306
a_164,VF,24004,24243,CVF,24244,26306,VF,26307,36238
a_164,CVF,24244,26306,VF,26307,36238,CVF,36239,43060
a_164,VF,26307,36238,CVF,36239,43060,VF,43061,45143
a_164,CVF,36239,43060,VF,43061,45143,CVF,45144,63106
a_164,VF,43061,45143,CVF,45144,63106,VF,63107,66470
a_164,CVF,45144,63106,VF,63107,66470,VT,66471,67543
a_164,VF,63107,66470,VT,66471,67543,CVT,67544,72461
a_164,VT,66471,67543,CVT,67544,72461,VT,72462,74885
a_164,CVT,67544,72461,VT,72462,74885,CVT,74886,80389
a_164,VT,72462,74885,CVT,74886,80389,VT,80390,104879
a_164,CVT,74886,80389,VT,80390,104879,CVT,104880,108573
a_164,VT,80390,104879,CVT,104880,108573,VT,108574,112130
a_164,CVT,104880,108573,VT,108574,112130,CVT,112131,117319
a_164,VT,108574,112130,CVT,112131,117319,VT,117320,127099
a_164,CVT,112131,117319,VT,117320,127099,VF,127100,132843
a_164,VT,117320,127099,VF,127100,132843,CVF,132844,141159
a_164,VF,127100,132843,CVF,132844,141159,VF,141160,142860
a_164,CVF,132844,141159,VF,141160,142860,CVF,142861,227626
a_164,VF,141160,142860,CVF,142861,227626,VF,227627,227812
a_164,CVF,142861,227626,VF,227627,227812,PE,227813,234508
a_164,VF,227627,227812,PE,227813,234508,CPE,234509,322837
a_164,PE,227813,234508,CPE,234509,322837,PE,322838,342273
a_164,CPE,234509,322837,PE,322838,342273,CPE,342274,415034
a_164,PE,322838,342273,CPE,342274,415034,PE,415035,419727
a_164,CPE,342274,415034,PE,415035,419727,CPE,419728,433481
a_164,PE,415035,419727,CPE,419728,433481,PE,433482,440235
a_164,CPE,419728,433481,PE,433482,440235,CPE,440236,524150
a_164,PE,433482,440235,CPE,440236,524150,PE,524151,538613
a_164,CPE,440236,524150,PE,524151,538613,CPE,538614,629229
a_164,PE,524151,538613,CPE,538614,629229,PE,629230,665000
a_164,CPE,538614,629229,PE,629230,665000,un,1,109
a_164,PE,629230,665000,un,1,109,AS,110,737
a_165,un,1,109,AS,110,737,CAS,738,22190
a_165,AS,110,737,CAS,738,22190,AS,22191,24498
a_165,CAS,738,22190,AS,22191,24498,CAS,24499,46943
a_165,AS,22191,24498,CAS,24499,46943,AS,46944,48946
a_165,CAS,24499,46943,AS,46944,48946,CAS,48947,50959
a_165,AS,46944,48946,CAS,48947,50959,AS,50960,59109
a_165,CAS,48947,50959,AS,50960,59109,CAS,59110,60386
a_165,AS,50960,59109,CAS,59110,60386,AS,60387,65425
a_165,CAS,59110,60386,AS,60387,65425,CAS,65426,66454
a_165,AS,60387,65425,CAS,65426,66454,AS,66455,68013
a_165,CAS,65426,66454,AS,66455,68013,CAS,68014,90850
a_165,AS,66455,68013,CAS,68014,90850,AS,90851,93214
a_165,CAS,68014,90850,AS,90851,93214,CAS,93215,108310
a_165,AS,90851,93214,CAS,93215,108310,AS,108311,110895
a_165,CAS,93215,108310,AS,108311,110895,CAS,110896,145913
a_165,AS,108311,110895,CAS,110896,145913,AS,145914,148463
a_165,CAS,110896,145913,AS,145914,148463,CAS,148464,159015
a_165,AS,145914,148463,CAS,148464,159015,AS,159016,162265
a_165,CAS,148464,159015,AS,159016,162265,CAS,162266,173693
a_165,AS,159016,162265,CAS,162266,173693,AS,173694,175590
a_165,CAS,162266,173693,AS,173694,175590,CAS,175591,215128
a_165,AS,173694,175590,CAS,175591,215128,AS,215129,218890
a_165,CAS,175591,215128,AS,215129,218890,CAS,218891,232390
a_165,AS,215129,218890,CAS,218891,232390,AS,232391,234074
a_165,CAS,218891,232390,AS,232391,234074,CAS,234075,246425
a_165,AS,232391,234074,CAS,234075,246425,AS,246426,249014
a_165,CAS,234075,246425,AS,246426,249014,CAS,249015,267108
a_165,AS,246426,249014,CAS,249015,267108,AS,267109,270071
a_165,CAS,249015,267108,AS,267109,270071,CAS,270072,279281
a_165,AS,267109,270071,CAS,270072,279281,AS,279282,290281
a_165,CAS,270072,279281,AS,279282,290281,CAS,290282,292340
a_165,AS,279282,290281,CAS,290282,292340,AS,292341,294502
a_165,CAS,290282,292340,AS,292341,294502,CAS,294503,307257
a_165,AS,292341,294502,CAS,294503,307257,AS,307258,323261
a_165,CAS,294503,307257,AS,307258,323261,CAS,323262,323379
a_165,AS,307258,323261,CAS,323262,323379,AS,323380,327099
a_165,CAS,323262,323379,AS,323380,327099,CAS,327100,359327
a_165,AS,323380,327099,CAS,327100,359327,AS,359328,362216
a_165,CAS,327100,359327,AS,359328,362216,CAS,362217,382441
a_165,AS,359328,362216,CAS,362217,382441,AS,382442,384217
a_165,CAS,362217,382441,AS,382442,384217,CAS,384218,384843
a_165,AS,382442,384217,CAS,384218,384843,AS,384844,386861
a_165,CAS,384218,384843,AS,384844,386861,CAS,386862,464677
a_165,AS,384844,386861,CAS,386862,464677,AS,464678,468973
a_165,CAS,386862,464677,AS,464678,468973,CAS,468974,509532
a_165,AS,464678,468973,CAS,468974,509532,AS,509533,512505
a_165,CAS,468974,509532,AS,509533,512505,CAS,512506,528472
a_165,AS,509533,512505,CAS,512506,528472,AS,528473,530001
a_165,CAS,512506,528472,AS,528473,530001,CAS,530002,602994
a_165,AS,528473,530001,CAS,530002,602994,AS,602995,606619
a_165,CAS,530002,602994,AS,602995,606619,CAS,606620,625375
a_165,AS,602995,606619,CAS,606620,625375,AS,625376,629492
a_165,CAS,606620,625375,AS,625376,629492,CAS,629493,699127
a_165,AS,625376,629492,CAS,629493,699127,AS,699128,702822
a_165,CAS,629493,699127,AS,699128,702822,CAS,702823,705942
a_165,AS,699128,702822,CAS,702823,705942,AS,705943,709836
a_165,CAS,702823,705942,AS,705943,709836,CAS,709837,796396
a_165,AS,705943,709836,CAS,709837,796396,AS,796397,800774
a_165,CAS,709837,796396,AS,796397,800774,CAS,800775,853758
a_165,AS,796397,800774,CAS,800775,853758,AS,853759,901377
a_165,CAS,800775,853758,AS,853759,901377,as,901378,960000
a_165,AS,853759,901377,as,901378,960000,un,1,462
a_165,as,901378,960000,un,1,462,PE,463,15796
a_166,un,1,462,PE,463,15796,CPE,15797,19497
a_166,PE,463,15796,CPE,15797,19497,PE,19498,24228
a_166,CPE,15797,19497,PE,19498,24228,CPE,24229,37461
a_166,PE,19498,24228,CPE,24229,37461,PE,37462,39961
a_166,CPE,24229,37461,PE,37462,39961,CPE,39962,65181
a_166,PE,37462,39961,CPE,39962,65181,PE,65182,68691
a_166,CPE,39962,65181,PE,65182,68691,CPE,68692,88027
a_166,PE,65182,68691,CPE,68692,88027,PE,88028,91246
a_166,CPE,68692,88027,PE,88028,91246,CPE,91247,98177
a_166,PE,88028,91246,CPE,91247,98177,PE,98178,119463
a_166,CPE,91247,98177,PE,98178,119463,CPE,119464,125342
a_166,PE,98178,119463,CPE,119464,125342,PE,125343,131784
a_166,CPE,119464,125342,PE,125343,131784,CPE,131785,143546
a_166,PE,125343,131784,CPE,131785,143546,PE,143547,157940
a_166,CPE,131785,143546,PE,143547,157940,CPE,157941,160430
a_166,PE,143547,157940,CPE,157941,160430,PE,160431,167965
a_166,CPE,157941,160430,PE,160431,167965,CPE,167966,173236
a_166,PE,160431,167965,CPE,167966,173236,PE,173237,175580
a_166,CPE,167966,173236,PE,173237,175580,CPE,175581,197081
a_166,PE,173237,175580,CPE,175581,197081,PE,197082,201444
a_166,CPE,175581,197081,PE,197082,201444,CPE,201445,205916
a_166,PE,197082,201444,CPE,201445,205916,PE,205917,208351
a_166,CPE,201445,205916,PE,205917,208351,CPE,208352,351251
a_166,PE,205917,208351,CPE,208352,351251,PE,351252,354024
a_166,CPE,208352,351251,PE,351252,354024,PR,354025,371002
a_166,PE,351252,354024,PR,354025,371002,CPR,371003,453516
a_166,PR,354025,371002,CPR,371003,453516,PR,453517,465200
a_166,CPR,371003,453516,PR,453517,465200,CPR,465201,510300
a_166,PR,453517,465200,CPR,465201,510300,PR,510301,514941
a_166,CPR,465201,510300,PR,510301,514941,CPR,514942,519327
a_166,PR,510301,514941,CPR,514942,519327,PR,519328,522136
a_166,CPR,514942,519327,PR,519328,522136,CPR,522137,522587
a_166,PR,519328,522136,CPR,522137,522587,PR,522588,525882
a_166,CPR,522137,522587,PR,522588,525882,PE,525883,529025
a_166,PR,522588,525882,PE,525883,529025,CPE,529026,555611
a_166,PE,525883,529025,CPE,529026,555611,PE,555612,557793
a_166,CPE,529026,555611,PE,555612,557793,CPE,557794,601293
a_166,PE,555612,557793,CPE,557794,601293,PE,601294,603108
a_166,CPE,557794,601293,PE,601294,603108,CPE,603109,605487
a_166,PE,601294,603108,CPE,603109,605487,PE,605488,611529
a_166,CPE,603109,605487,PE,605488,611529,CPE,611530,612160
a_166,PE,605488,611529,CPE,611530,612160,PE,612161,619282
a_166,CPE,611530,612160,PE,612161,619282,CPE,619283,623337
a_166,PE,612161,619282,CPE,619283,623337,PE,623338,625788
a_166,CPE,619283,623337,PE,623338,625788,CPE,625789,627029
a_166,PE,623338,625788,CPE,625789,627029,PE,627030,629266
a_166,CPE,625789,627029,PE,627030,629266,CPE,629267,638150
a_166,PE,627030,629266,CPE,629267,638150,PE,638151,642122
a_166,CPE,629267,638150,PE,638151,642122,CPE,642123,687581
a_166,PE,638151,642122,CPE,642123,687581,PE,687582,689716
a_166,CPE,642123,687581,PE,687582,689716,CPE,689717,699972
a_166,PE,687582,689716,CPE,689717,699972,PE,699973,728501
a_166,CPE,689717,699972,PE,699973,728501,CPE,728502,734853
a_166,PE,699973,728501,CPE,728502,734853,PE,734854,737621
a_166,CPE,728502,734853,PE,734854,737621,CPE,737622,748475
a_166,PE,734854,737621,CPE,737622,748475,PE,748476,757443
a_166,CPE,737622,748475,PE,748476,757443,CPE,757444,763902
a_166,PE,748476,757443,CPE,757444,763902,PE,763903,766320
a_166,CPE,757444,763902,PE,763903,766320,CPE,766321,791456
a_166,PE,763903,766320,CPE,766321,791456,PE,791457,793264
a_166,CPE,766321,791456,PE,791457,793264,CPE,793265,793774
a_166,PE,791457,793264,CPE,793265,793774,PE,793775,796397
a_166,CPE,793265,793774,PE,793775,796397,CPE,796398,807978
a_166,PE,793775,796397,CPE,796398,807978,PE,807979,809602
a_166,CPE,796398,807978,PE,807979,809602,CPE,809603,823661
a_166,PE,807979,809602,CPE,809603,823661,PE,823662,825401
a_166,CPE,809603,823661,PE,823662,825401,CPE,825402,857729
a_166,PE,823662,825401,CPE,825402,857729,PE,857730,861494
a_166,CPE,825402,857729,PE,857730,861494,CPE,861495,918620
a_166,PE,857730,861494,CPE,861495,918620,PE,918621,920168
a_166,CPE,861495,918620,PE,918621,920168,CPE,920169,955748
a_166,PE,918621,920168,CPE,920169,955748,PE,955749,961767
a_166,CPE,920169,955748,PE,955749,961767,CPE,961768,1009758
a_166,PE,955749,961767,CPE,961768,1009758,PE,1009759,1011294
a_166,CPE,961768,1009758,PE,1009759,1011294,CPE,1011295,1012445
a_166,PE,1009759,1011294,CPE,1011295,1012445,PE,1012446,1014304
a_166,CPE,1011295,1012445,PE,1012446,1014304,CPE,1014305,1031006
a_166,PE,1012446,1014304,CPE,1014305,1031006,PE,1031007,1041010
a_166,CPE,1014305,1031006,PE,1031007,1041010,CPE,1041011,1042619
a_166,PE,1031007,1041010,CPE,1041011,1042619,PE,1042620,1074748
a_166,CPE,1041011,1042619,PE,1042620,1074748,CPE,1074749,1097722
a_166,PE,1042620,1074748,CPE,1074749,1097722,PE,1097723,1100967
a_166,CPE,1074749,1097722,PE,1097723,1100967,CPE,1100968,1102286
a_166,PE,1097723,1100967,CPE,1100968,1102286,PE,1102287,1105404
a_166,CPE,1100968,1102286,PE,1102287,1105404,CPE,1105405,1129138
a_166,PE,1102287,1105404,CPE,1105405,1129138,PE,1129139,1130720
a_166,CPE,1105405,1129138,PE,1129139,1130720,CPE,1130721,1200200
a_166,PE,1129139,1130720,CPE,1130721,1200200,PE,1200201,1207080
